COMMON	ATG9A	BECN1	CUL4A	DDB1	DDB2	ERCC2	ERCC3	ERCC4	ERCC5	PIK3C3	PRKDC	XPA	XPC	XRCC5	XRCC6
TCGA-GN-A266-06	-0.7239	-0.5804	-0.9802	-0.5652	-0.9175	-0.1620	0.8595	-0.0355	-0.2443	-0.0784	0.7403	1.0747	0.7293	0.6748	-0.2581
TCGA-ER-A19B-06	-0.5263	2.9947	0.3823	-0.2136	0.6376	-0.6310	0.1503	-0.3029	0.1543	0.1172	0.4538	-0.8931	-0.3696	0.6721	3.9049
TCGA-BF-A1PZ-01	1.3414	0.7026	0.8891	0.6563	1.3069	0.1836	0.4146	-0.5634	-0.1512	-1.0512	-0.6046	-0.5829	0.0258	1.4809	0.7367
TCGA-EE-A2GD-06	0.2120	0.4741	0.3082	-0.2360	-0.8439	0.0898	-0.7499	0.3073	0.0981	0.0236	-0.2425	-0.7152	-1.0244	0.1334	-1.2088
TCGA-ER-A2NH-06	-0.3557	1.6076	-0.9990	-0.4973	0.9578	-0.7639	-0.5837	0.3538	0.1771	0.6017	-0.4274	-0.6105	0.4514	-0.1692	0.2175
TCGA-FS-A4F2-06	-0.5756	-1.1517	2.2989	0.4281	-1.0730	-0.7327	1.1327	-0.7295	0.6463	0.5058	0.4963	-0.6541	-0.0576	-0.2857	1.8092
TCGA-DA-A1I7-06	-0.3944	-1.4118	1.6036	-0.5311	-0.6886	-0.2406	-0.9229	1.7284	0.5816	-0.3450	0.1856	-1.3811	-0.8982	-0.6951	1.5591
TCGA-DA-A1HV-06	0.1282	1.3469	-0.9446	-0.9144	-1.0082	0.1628	1.6813	1.1978	-0.8566	-0.8037	-0.4851	-1.0214	-0.3500	-0.4123	2.1085
TCGA-EE-A2A5-06	-0.1284	-0.3940	3.1359	-0.3123	-0.4687	0.5722	-0.2962	1.3120	0.8591	-0.1329	3.9713	0.3583	0.2472	1.6811	1.3938
TCGA-FS-A1ZQ-06	0.2191	-0.9397	0.0189	2.0084	1.0928	1.6750	-0.1029	-0.5688	-0.8282	-1.1032	1.2489	-1.5337	-1.1809	0.5558	2.5921
TCGA-FS-A1ZU-06	-0.1977	-1.5470	0.7303	-0.4658	-1.3117	2.7319	-0.1731	-1.2886	-1.0685	5.7172	10.2955	-0.6471	-1.0548	1.3514	6.9755
TCGA-EB-A3Y6-01	0.2867	1.5120	0.0442	-0.4116	-0.2570	-0.8430	1.0499	-0.2581	0.8161	-0.3001	0.4721	0.7056	-0.1728	0.7120	8.2244
TCGA-EB-A3Y7-01	2.8109	-0.6171	-2.5001	-1.0766	-0.0344	0.9414	-1.1341	-2.0789	-1.8331	-1.9191	-2.1365	-0.2945	-1.3197	0.0326	3.3678
TCGA-EE-A2ME-06	-1.0655	-0.3097	-0.1834	-0.5469	0.0552	-1.1952	-0.8854	1.1409	1.6124	0.5244	-0.2482	0.5071	0.3622	-0.4984	5.1602
TCGA-QB-AA9O-06	0.0030	-0.2901	1.6413	-1.0193	0.7032	-0.4283	0.3326	-1.3323	3.3272	-0.6803	-1.1765	-0.0028	-0.6631	-0.1073	0.7309
TCGA-3N-A9WB-06	-0.7901	2.6785	0.3849	-0.8751	0.7760	-0.4750	-0.1777	-0.8015	-0.0745	-1.2441	-1.1765	1.4244	-0.6904	-0.8061	-0.4139
TCGA-FR-A728-01	0.4889	0.5630	-0.1610	-0.5578	0.5011	0.0814	0.8559	-0.5978	-0.0057	-0.4770	0.6090	0.1436	-0.0409	-0.7568	-0.6461
TCGA-D3-A5GL-06	-0.3710	-0.2575	0.1360	-0.2894	1.4271	-0.7137	-0.3034	-0.5642	-0.3849	-1.0657	-0.6996	-1.2550	-0.6816	-0.1381	-0.4390
TCGA-GF-A3OT-06	-0.8526	-0.6477	0.4744	-0.8163	-0.6909	3.0493	-1.6225	-0.0461	0.5899	0.4312	1.2942	-0.8805	-0.5274	0.1649	0.1204
TCGA-FS-A1Z3-06	-0.1439	0.9200	3.2912	-0.5655	-1.2753	0.0014	-0.0892	1.3964	2.0765	1.4683	1.8480	-1.3337	-0.7141	-0.3907	-0.7587
TCGA-EE-A29M-06	-1.8356	0.1297	2.7117	-0.7654	-1.3339	-0.5880	1.0319	1.6844	2.3290	-0.0527	0.2001	0.4009	-0.2131	1.8798	5.2399
TCGA-GN-A267-06	-0.6627	-1.2806	2.0208	-1.4586	-0.9953	-0.5996	-1.6054	-1.6977	1.4055	0.1335	3.2223	0.5661	-0.5203	-0.8398	-0.1984
TCGA-EE-A29Q-06	-0.4154	2.7192	-1.3297	-0.6308	-0.9803	1.2424	1.5905	1.3936	0.0330	0.4371	0.1588	-1.1121	0.4478	-0.0490	-0.7070
TCGA-FR-A8YC-06	-0.9146	-0.7017	0.4974	0.1479	-0.6775	0.2933	0.1324	-0.2300	-0.1214	-0.3393	-1.0324	0.7306	1.2366	-1.4159	-0.9556
TCGA-DA-A1IA-06	2.1219	0.7290	-2.1865	1.9441	0.8204	2.0774	0.8660	-1.8435	-2.2564	-2.0789	-1.1641	-2.2255	-0.3091	-1.3834	1.9443
TCGA-EB-A42Z-01	-0.1752	1.8895	-1.0322	-0.4506	0.8139	-0.4084	1.6275	0.5507	-0.8065	0.3994	-0.4481	1.3849	0.1562	-0.3807	-0.8045
TCGA-ER-A2NF-01	-0.0874	-1.0676	0.7708	0.4198	-0.9906	0.0388	-0.9880	0.5104	-0.4536	-0.0539	0.1797	0.7524	0.6454	0.7743	2.9438
TCGA-ER-A2NE-06	0.7199	0.6196	-1.1174	-0.7479	-0.4242	0.3903	0.6713	2.2511	0.3101	1.3953	2.3020	0.3930	-0.0600	0.6284	1.1186
TCGA-FW-A3TV-06	-0.6105	2.2085	2.6358	1.0312	0.5475	-0.9463	1.0497	1.8205	1.1259	1.2593	0.0727	-0.3795	0.3076	3.4753	-0.3376
TCGA-ER-A2NF-06	-0.1999	-0.6966	0.5015	1.2694	-0.6895	-0.0226	-1.0204	0.2377	-0.4956	-0.5865	-0.8588	1.5595	0.0589	0.1586	2.0758
TCGA-EE-A2GL-06	-0.1668	-0.0353	-0.6348	-0.3989	-0.5923	0.3542	-0.8145	-0.4271	0.8445	0.3282	0.4159	-0.3829	-0.5176	-0.0310	-0.1307
TCGA-EE-A2MG-06	-0.3588	-0.3526	-1.2876	-0.8578	-0.6749	-0.5288	0.2546	-0.0194	0.3313	-0.4256	-0.1490	0.5465	-0.0787	1.2113	-1.3413
TCGA-XV-AAZV-01	0.1020	-1.0394	-0.0891	-0.6761	0.5469	-1.3056	1.6688	-0.6762	0.7329	-1.0264	-1.1825	-0.0594	-1.0926	-0.5722	0.6386
TCGA-XV-AAZY-01	2.8126	-0.0936	-1.6918	2.6516	1.4336	2.9703	-1.3194	-1.8498	-1.3302	-1.2682	-1.6336	-1.6372	-1.0317	-0.6377	1.5656
TCGA-D9-A149-06	-0.1375	-0.6342	-1.0440	0.4832	0.5789	-1.0230	-0.7869	2.4347	-1.1630	0.2199	0.5942	-1.5218	0.5982	-0.3737	-0.8274
TCGA-Z2-AA3S-06	-1.5490	-0.2184	0.1562	0.1482	-0.5625	0.3804	1.0511	1.1572	0.2044	1.6936	2.4484	-0.7011	-0.7913	-0.2396	0.4280
TCGA-DA-A95V-06	1.1037	1.4628	-2.0728	6.3938	3.3666	-0.3972	0.6036	-0.9855	-1.9770	-1.2129	-0.6303	-1.2039	-0.2081	-0.9502	5.3292
TCGA-EE-A29P-06	-0.7385	1.6922	1.0941	-0.7733	0.1119	-0.1208	-1.4478	1.0244	0.7510	0.0469	0.3931	-0.6210	-0.1446	-2.1229	-0.6664
TCGA-BF-A9VF-01	1.8962	-1.0375	-2.0047	-1.1105	-0.3839	-0.1642	1.3629	-0.5537	-1.9606	-0.9909	-0.9279	-2.0300	-0.3815	-1.5224	1.7302
TCGA-D3-A8GO-06	-0.7874	-0.9777	-1.2152	-1.0845	-0.1608	-0.5415	-0.9865	-0.9596	0.4890	-1.5502	-1.8623	-0.7432	-0.9232	-1.4802	-2.1154
TCGA-FR-A2OS-01	0.2637	0.2612	1.1009	0.0329	0.2197	-0.3402	0.1396	1.4222	-0.4734	1.9973	1.4105	-0.2133	0.0409	2.5119	1.5442
TCGA-FW-A5DX-01	0.0448	0.1817	0.5287	-0.9219	-1.4680	-1.1611	1.9820	1.4467	-0.4387	1.6408	2.4469	-1.0091	-0.1571	0.8001	0.5401
TCGA-FW-A3TU-06	4.2796	-0.9683	-1.4974	2.8132	2.6711	2.6908	-1.0644	-2.2472	-1.1927	-2.2224	-1.1121	-1.7167	-0.8764	-1.5883	0.3860
TCGA-WE-A8ZO-06	-0.2632	0.1430	1.0338	-0.5583	-1.0260	0.5879	-1.0483	1.0119	-0.0169	0.8400	0.2147	-1.1167	-0.2488	-0.5105	-0.0580
TCGA-GF-A6C9-06	-0.0166	-0.1664	-0.5310	-0.9932	-0.5114	-1.2408	-1.2677	-0.9502	1.1763	-1.1270	-1.2068	0.3027	-0.9565	-0.9696	-0.1265
TCGA-ER-A19E-06	-0.6058	-1.2586	1.1376	0.1689	-1.4701	0.5276	2.7096	-0.0385	1.3277	-0.1680	1.9483	1.4776	-0.9064	2.2565	-0.8357
TCGA-RP-A6K9-06	-0.2240	-0.4870	1.2572	2.3264	-0.1998	0.5816	-1.0865	-0.1998	0.6436	-1.4710	2.4813	0.7860	-0.7405	-0.1111	-0.1729
TCGA-EB-A5FP-01	-0.7598	0.8642	0.2582	-0.0571	-0.9186	-0.0987	0.6245	1.9909	-0.2691	0.2981	0.0964	-0.4368	-0.7380	-0.6682	1.1135
TCGA-FS-A1ZC-06	0.2416	-0.6404	0.6630	-0.0126	-1.1068	-0.2074	1.7553	0.2710	-0.3297	4.0312	6.1716	-0.4637	-0.3252	1.9678	0.5704
TCGA-D3-A3C1-06	3.3795	-0.7292	-1.8006	-0.1043	-0.5610	-0.4382	0.9808	-1.2865	-1.0437	0.9257	-1.3879	-1.2324	0.7881	0.8934	-0.3484
TCGA-XV-A9W5-01	-0.6304	1.9018	-0.9101	-0.3166	1.7452	-0.9403	-0.3627	0.1377	-0.3852	-0.3974	-1.6518	2.8699	0.6084	-0.6247	-0.2644
TCGA-EE-A3AE-06	-0.5877	2.2612	-1.8237	0.0638	-1.4599	0.6521	1.5326	2.1873	-1.4316	-1.0254	0.0706	-0.4387	-0.4746	0.4772	0.7150
TCGA-EB-A5KH-06	2.7583	-1.7306	-0.2429	1.6807	-1.3903	4.2229	-2.0681	-1.4880	-1.5037	-1.8920	1.1799	-1.3306	0.3650	-0.8261	4.5990
TCGA-FR-A44A-06	-0.7870	-0.4270	0.2855	-0.5806	-0.8370	-1.2001	1.3558	-0.1149	1.0358	-0.1427	-0.9057	0.2171	-0.8564	-1.0073	7.5752
TCGA-FS-A1ZW-06	-1.2800	0.9649	1.2444	-0.6166	-0.9775	-1.2885	2.1101	0.6983	2.0555	1.6988	0.6998	-0.3957	-0.0707	2.6381	1.9798
